group_type,group_key,group_name,kanji_list,kanji_count
radical,32,土 (つち),"圧,域,堰,塩,塊,壊,垣,堪,基,境,尭,均,圭,型,堅,坑,垢,壕,坤,墾,坐,塞,在,坂,堺,埼,執,塾,城,場,壌,埴,塵,垂,塑,増,堕,堆,坦,壇,地,墜,塚,坪,堤,填,堵,塗,土,塔,塘,堂,埜,培,塙,埠,墳,塀,壁,墓,報,坊,墨,堀,埋,塁,圦,圷,圸,坎,圻,址,坏,坩,埀,垈,坡,坿,垉,垓,垠,垳,垤,垪,垰,埃,埆,埔,埒,埓,堊,埖,埣,堋,堙,堝,塲,堡,塢,塋,塰,塒,堽,塹,墅,墹,墟,墫,墺,壞,墻,墸,墮,壅,壓,壑,壗,壙,壘,壥,壜,壤,壟,堯,圠,圢,圣,圤,圥,圩,圪,圬,圮,圯,圳,圴,圽,圾,圿,坅,坆,坌,坍,坒,坢,坥,坧,坨,坫,坭,坮,坯,坰,坱,坳,坴,坵,坷,坹,坺,坻,坼,坾,垁,垃,垌,垔,垗,垙,垚,垜,垝,垞,垟,垡,垕,垧,垨,垩,垬,垸,垽,埇,埈,埌,埏,埕,埝,埞,埤,埦,埧,埩,埭,埰,埵,埶,埸,埽,埾,埿,堃,堄,堈,堉,埡,堌,堍,堛,堞,堟,堠,堦,堧,堭,堲,堹,堿,塉,塌,塍,塏,塐,塕,塟,塡,塤,塧,塨,塸,塼,塿,墀,墁,墇,墈,墉,墊,墌,墍,墏,墐,墔,墖,墝,墠,墡,墢,墦,墩,墱,墲,壄,墼,壂,壈,壍,壎,壐,壒,壔,壖,壚,壝,壡,壢,壩,𡈽,𡉕,𡉴,𡉻,𡋗,𡋤,𡋽,𡌛,𡌶,𡍄,𡏄,𡑭,𡑮,㙊,圡,埗,埻,墋,增,墪,壃,壠,﨏,塚,塀,墨",293
radical,68,Radical 68,"斡,斜,斗,料,斛,斟,斘,斝,斠,斣",10
radical,40,宀 (うかんむり),"宛,安,宇,宴,家,寡,害,寒,完,官,寛,寄,宜,客,宮,寓,宏,宰,察,宍,室,実,寂,守,宗,宿,宵,寝,審,宣,宋,宅,宙,寵,定,宕,寅,寧,富,宝,密,宥,容,寮,宀,它,宦,宸,寃,寇,寉,寔,寐,寤,實,寢,寞,寥,寫,寰,寶,寳,寨,宁,宄,宆,宊,宎,宐,宑,宓,宔,宖,宨,宩,宬,宭,宯,宱,宲,宷,宺,宼,寀,寁,寍,寏,寖,寗,寘,寙,寚,寠,寯,寱,寴,𡧃,㝡,㝢,㝫,㝬,寎,寬",103
radical,142,虫 (むし),"虻,蝦,蚊,蛾,蟹,蛙,蛎,蟻,蛍,蚕,蛇,蝕,蝉,蛸,蛋,蜘,虫,蝶,虹,蚤,蝿,蛤,蛮,蛭,蜂,蜜,融,螺,蝋,虱,蚓,蚣,蚩,蚪,蚋,蚌,蚶,蚯,蛄,蛆,蚰,蛉,蠣,蚫,蛔,蛞,蛩,蛬,蛟,蛛,蛯,蜒,蜆,蜈,蜀,蜃,蛻,蜑,蜉,蜍,蛹,蜊,蜴,蜿,蜷,蜻,蜥,蜩,蜚,蝠,蝟,蝸,蝌,蝎,蝴,蝗,蝨,蝮,蝙,蝓,蝣,蝪,蠅,螢,螟,螂,螯,蟋,螽,蟀,蟐,螫,蟄,螳,蟇,蟆,螻,蟯,蟲,蟠,蠏,蠍,蟾,蟶,蟷,蠎,蟒,蠑,蠖,蠕,蠢,蠡,蠱,蠶,蠹,蠧,蠻,虬,虯,虵,虶,虷,虺,蚍,蚑,蚖,蚘,蚚,蚜,蚡,蚦,蚧,蚨,蚭,蚱,蚳,蚴,蚵,蚷,蚸,蚹,蚿,蛀,蛁,蛃,蛅,蛑,蛒,蛕,蛗,蛚,蛜,蛠,蛣,蛥,蛧,蚈,蛺,蛼,蛽,蜄,蜅,蜇,蜋,蜎,蜏,蜐,蜓,蜔,蜙,蜞,蜟,蜡,蜣,蜨,蜮,蜯,蜱,蜲,蜹,蜺,蜼,蜽,蜾,蝀,蝃,蝅,蝍,蝘,蝝,蝡,蝤,蝥,蝯,蝱,蝲,蝻,螃,螄,螅,螆,螇,螈,螉,螋,螌,螐,螓,螕,螗,螘,螙,螞,螠,螣,螧,螬,螭,螮,螱,螵,螾,螿,蟁,蟈,蟉,蟊,蟎,蟕,蟖,蟙,蟚,蟜,蟟,蟢,蟣,蟤,蟪,蟫,蟭,蟱,蟳,蟸,蟺,蟿,蠁,蠃,蠆,蠉,蠊,蠋,蠐,蠙,蠒,蠓,蠔,蠘,蠚,蠛,蠜,蠞,蠟,蠨,蠭,蠮,蠰,蠲,蠵,蠺,蠼,𧏚,𧏛,𧏾,𧐐,𧑉,䖝,䖸,䗥,䗪,蚇,蚉,蚝,蛦,蝑,蝼,蟥,蟦,蟬,蟵,﨡",290
radical,184,食/飠 (しょく),"飴,飲,餌,餓,館,飢,饗,餐,飼,飾,食,飯,飽,餅,養,飭,飮,飩,飫,餃,餉,餒,餔,餘,餡,餝,餞,餤,餠,餬,餮,餽,餾,饂,饉,饅,饐,饋,饑,饒,饌,饕,飡,飣,飥,飦,飧,飪,飳,飶,餂,餇,餈,餑,餕,餖,餗,餚,餛,餜,餟,餢,餦,餧,餫,餱,餲,餳,餴,餵,餹,餺,餻,餼,饀,饁,饆,饇,饈,饍,饎,饔,饘,饙,饛,饜,饞,饟,饠,𩙿,𩛰,𩜙,𩝐,䬻,飠,飰,飱",97
radical,120,糸 (いと),"絢,綾,維,緯,縁,絵,緩,紀,級,糾,給,緊,繰,系,経,継,繋,結,絹,絃,紅,紘,絞,綱,紺,細,索,纂,糸,紙,紫,縞,紗,綬,終,繍,縦,縮,純,緒,紹,織,紳,績,絶,線,繊,繕,素,組,総,綜,続,綻,綴,紬,締,纏,統,縄,納,縛,繁,緋,紐,紛,編,縫,紡,繭,綿,緬,網,紋,約,絡,緑,累,練,糺,紆,紂,紜,紕,紊,絅,絋,紮,紲,紿,紵,絆,絳,絖,絎,絲,絨,絮,絏,絣,經,綉,絛,綏,絽,綛,綺,綮,綣,綵,緇,綽,綫,總,綢,綯,緜,綸,綟,綰,緘,緝,緤,緞,緻,緲,緡,縅,縊,縣,縡,縒,縱,縟,縉,縋,縢,繆,繦,縻,縵,縹,繃,縷,縲,縺,繧,繝,繖,繞,繙,繚,繹,繪,繩,繼,繻,纃,緕,繽,辮,繿,纈,纉,續,纒,纐,纓,纔,纖,纎,纛,纜,紃,紇,紈,紉,紏,紑,紒,紓,紖,紝,紞,紣,紦,紪,紭,紱,紼,紽,紾,絀,絁,絇,絈,絍,絑,絓,絗,絙,絚,絜,絝,絥,絧,絪,絰,絸,絺,絻,絿,綁,綂,綃,綅,綆,綈,綋,綌,綍,綑,綖,綗,綝,綞,綦,綧,綪,綳,綶,綷,綹,緂,緃,緄,緅,緆,緌,緍,緎,緗,緙,縀,緢,緥,緦,緪,緫,緭,緱,緵,緶,緹,緺,縈,縐,縑,縕,縗,縜,縝,縠,縧,縨,縬,縭,縯,縳,縶,縿,繄,繅,繇,繎,繐,繒,繘,繟,繡,繢,繥,繫,繮,繯,繳,繸,繾,纁,纆,纇,纊,纍,纑,纕,纘,纚,纝,纞,𥿔,𥿠,𥿻,𦀌,𦀗,𦁠,𦃭,䋆,䋖,䋝,䌂,䌫,綠,緀,緖,緣,繵,練,縉,繁",319
radical,62,Radical 62,"或,我,戒,戯,戟,戎,成,戚,戦,戴,戊,戈,戉,戍,戌,戔,戛,戞,戡,截,戮,戰,戲,戳,戝,戓,戕,戜,戠,戢,戣,戧,戩,戫,𢦏",35
radical,119,Radical 119,"粟,粥,粁,粂,糊,糠,粧,粋,精,糎,粗,糟,糖,粘,粕,粉,糞,米,粍,籾,粒,糧,籵,粃,粐,粤,粭,粢,粫,粡,粨,粳,粲,粱,粮,粹,粽,糀,糅,糂,糘,糒,糜,糢,糯,糲,糴,糶,籹,籼,籽,粆,粇,粏,粔,粞,粠,粦,粰,粶,粷,粺,粻,粼,粿,糄,糇,糈,糉,糍,糏,糓,糔,糕,糗,糙,糚,糝,糦,糩,糫,糵,𥸮,𥹖,𥹢,𥹥,𥻂,𥻘,𥻨,𥼣,𥽜",91
radical,145,衣/衤 (ころも),"袷,衣,襖,褐,衿,襟,袈,袴,裟,裁,襲,裳,衰,裾,製,装,袖,袋,衷,被,表,複,補,褒,裕,裸,裏,裡,裂,衫,袁,衾,袞,衵,衽,袵,衲,袂,袗,袒,袮,袙,袢,袍,袤,袰,袿,袱,裃,裄,裔,裘,裙,裝,裹,褂,裼,裴,裨,裲,褄,褌,褊,褓,襃,褞,褥,褪,褫,襁,襄,褻,褶,褸,襌,褝,襠,襞,襦,襤,襭,襪,襯,襴,襷,襍,衤,衩,衱,衹,衻,袀,袘,袚,袛,袜,袟,袠,袨,袪,袺,袽,袾,裀,裊,裋,裌,裍,裎,裑,裒,裓,裛,裞,裧,裯,裰,裱,裵,裷,褁,褆,褍,褎,褏,褕,褖,褘,褙,褚,褜,褠,褦,褧,褨,褰,褱,褲,褵,褹,褺,褾,襀,襂,襅,襆,襉,襏,襒,襗,襚,襛,襜,襡,襢,襣,襫,襮,襰,襳,襵,襺,襻,襼,襽,𧘔,𧘕,𧘱,𧚄,𧚓,𧜎,𧜣,𧝒,䙁,䙥,衯,袼,褷,褐",179
radical,53,Radical 53,"庵,廓,庫,広,庚,康,座,庶,序,庄,床,廠,庁,底,庭,店,度,廃,庇,廟,府,庖,庸,廉,廊,广,庠,廁,廂,廈,廐,廏,廖,廣,廝,廚,廛,廢,廡,廨,廩,廬,廱,廳,廰,庀,庋,庎,庢,庤,庥,庨,庪,庬,庱,庳,庽,庾,庿,廆,廌,廋,廎,廑,廒,廔,廕,廜,廞,廥,廫,𢈘,庹,廙,廊",75
radical,169,門 (もん),"闇,閏,閲,開,閣,間,閑,関,閤,閃,闘,閥,閉,門,閂,閇,閊,閔,閖,閘,閙,閠,閨,閧,閭,閼,閻,閹,閾,闊,闃,闍,闌,闕,闔,闖,關,闡,闥,闢,閄,閈,閌,閍,閎,閝,閞,閟,閡,閦,閩,閫,閬,閴,閶,閺,閽,閿,闆,闈,闉,闋,闐,闑,闒,闓,闙,闚,闝,闞,闟,闠,闤,闦,𨴐,𨵱,𨷻,䦰,閆",79
radical,177,Radical 177,"鞍,革,鞄,鞠,靴,鞘,靭,鞭,鞫,靫,靱,靹,鞅,靼,鞁,靺,鞆,鞋,鞏,鞐,鞜,鞨,鞦,鞣,鞳,鞴,韃,韆,韈,靪,靮,靳,靶,靷,靸,靻,靽,靿,鞀,鞉,鞕,鞖,鞗,鞙,鞚,鞞,鞟,鞢,鞬,鞮,鞱,鞲,鞵,鞶,鞸,鞹,鞺,鞼,鞾,鞿,韁,韄,韅,韇,韉,韊,𩊠,𩊱",68
radical,9,人/亻 (ひと),"以,伊,位,依,偉,億,俺,仮,何,伽,価,佳,俄,介,会,侃,企,伎,偽,儀,仇,休,供,侠,僑,仰,僅,倶,偶,係,傾,傑,件,倹,倦,健,個,伍,佼,侯,候,倖,今,佐,債,催,作,傘,仕,仔,伺,使,似,侍,偲,舎,借,儒,修,什,住,俊,傷,償,伸,信,侵,人,仁,仙,僧,倉,像,促,側,俗,他,体,代,但,値,仲,佃,低,停,偵,伝,倒,働,任,俳,倍,伯,伐,伴,備,俵,付,侮,伏,仏,併,僻,偏,便,保,舗,倣,俸,傍,僕,俣,侭,儲,佑,優,余,傭,侶,僚,倫,令,伶,例,倭,从,仍,仄,仆,仂,仗,仞,仭,仟,价,伉,佚,估,佛,佝,佗,佇,佶,侈,侏,侘,佻,佩,佰,侑,佯,來,侖,儘,俔,俟,俎,俘,俛,俑,俚,俐,俤,俥,倚,倨,倔,倪,倥,倅,伜,俶,倡,倩,倬,俾,俯,們,倆,偃,假,偕,偐,偈,做,偖,偬,偸,傀,傚,傅,傴,傲,僉,僊,傳,僂,僖,僞,僥,僭,僣,僮,價,僵,儉,儁,儂,儖,儕,儔,儚,儡,儺,儷,儼,儻,佞,倏,仃,仐,仚,仛,仠,仡,仢,仨,仯,仱,仳,仵,份,仾,仿,伀,伂,伃,伈,伋,伌,伒,伕,伖,众,伙,伮,伱,你,伳,伵,伷,伹,伻,伾,佀,佂,佈,佉,佋,佌,佒,佔,佖,佘,佟,佣,佪,佬,佮,佱,佷,佸,佹,佺,佽,佾,侁,侂,侄,侅,侉,侊,侌,侎,侐,侒,侓,侔,侗,侙,侚,侞,侟,侲,侷,侹,侻,侼,侽,侾,俀,俁,俅,俆,俈,俉,俋,俌,俍,俏,俒,俜,俠,俢,俰,俲,俼,俽,俿,倀,倁,倄,倇,倊,倌,倎,倐,倓,倗,倘,倛,倜,倝,倞,倢,倧,倮,倰,倲,倳,倵,偀,偁,偂,偅,偆,偊,偌,偎,偑,偒,偓,偗,偙,偟,偠,偢,偣,偦,偧,偪,偭,偰,偱,倻,傁,傃,傄,傆,傊,傎,傏,傐,傒,傓,傔,傖,傛,傜,傞,傟,傠,傡,傢,傪,傯,傰,傹,傺,傽,僀,僃,僄,僇,僌,僎,僐,僓,僔,僘,僜,僝,僟,僢,僤,僦,僨,僩,僯,僱,僶,僺,僾,儃,儆,儇,儈,儋,儌,儍,儎,僲,儐,儗,儙,儛,儜,儝,儞,儣,儧,儨,儬,儭,儯,儱,儳,儴,儵,儸,儹,𠆢,𠈓,𠌫,𠍱,𠎁,𠏹,𠑊,㑨,㑪,㒒,亻,亼,仈,仫,佤,俦,俱,倂,傈,傕,傣,傱,傻,僙,僡,僳,侮,僧",469
radical,31,Radical 31,"囲,因,園,回,圏,固,国,困,四,囚,図,団,圃,囗,囮,囹,圀,囿,圄,圉,圈,國,圍,圓,團,圖,圜,囙,囜,囝,囟,囡,囤,囥,囦,囧,囨,囱,囫,园,囶,囷,圁,圂,圇,圊,圌,圑,圕,圚,圛,圝,𡈁",53
radical,37,大 (だい),"夷,奄,央,奥,奇,契,失,奨,奏,太,大,奪,天,套,奈,夫,奮,奉,奔,夬,夭,夲,夸,夾,奕,奐,奎,奚,奘,奢,奠,奧,奬,奩,夨,夯,夰,夳,夵,夶,夿,奃,奆,奒,奓,奙,奛,奝,奞,奟,奡,奣,奫,奭,奯,奲,𡗗,𡙇,㚑,㚖,㚙,夽",62
radical,41,Radical 41,"尉,寺,射,寿,将,尋,寸,専,尊,対,導,封,尅,將,專,對,寽,尌,㝵,尃",20
radical,86,火/灬 (ひ),"為,烏,炎,焔,煙,燕,火,灰,灸,熊,災,燦,煮,灼,熟,焼,焦,照,燭,炊,煎,煽,然,燥,炭,点,灯,燈,熱,燃,煤,爆,煩,焚,烹,無,熔,燐,烈,煉,炉,燮,營,炙,炒,炯,烱,炬,炸,炳,炮,烟,烋,烝,烙,焉,烽,焜,焙,煥,煕,熈,煦,煢,煌,煖,煬,熏,燻,熄,熕,熨,熬,燗,熹,熾,燒,燉,燔,燎,燠,燬,燧,燵,燼,燹,燿,爍,爐,爛,爨,熙,灬,灮,灵,灶,灾,炁,炅,炆,炔,炕,炖,炗,炘,炛,炤,炫,炰,炱,炴,炷,烊,烑,烓,烔,烕,烖,烘,烜,烤,烺,焃,焄,焅,焆,焇,焋,焌,焏,焞,焠,焫,焭,焯,焰,焱,焸,煁,煅,煆,煇,煊,煋,煐,煒,煗,煚,煜,煞,煠,煨,煹,熀,熅,熇,熌,熒,熚,熛,熠,熢,熯,熰,熲,熳,熺,熿,燀,燁,燄,燋,燌,燓,燖,燙,燚,燜,燸,燾,爀,爇,爈,爉,爓,爗,爚,爝,爟,爤,𤇆,𤇾,𤎼,㷀,㷔,㸅,炟,炻,烬,焈,焮,煑,煓,熖,熮,爕,煮",207
radical,102,田 (た),"畏,異,画,界,畿,畦,甲,畳,申,畝,男,畜,町,田,畷,畑,畠,畔,番,畢,由,略,留,甸,畋,甼,畄,畍,畊,畉,畛,畆,畚,畩,畤,畧,畫,畭,畸,當,疆,疇,畴,疊,疉,疂,甶,甹,甽,甾,甿,畀,畃,畇,畈,畎,畐,畒,畗,畞,畟,畡,畯,畱,畹,畺,畻,畼,畽,畾,疁,疅,𤰖,㽗,畬,畲",76
radical,130,肉/月 (にく),"胃,育,胤,臆,肝,脚,胸,脅,肩,股,胡,肯,肱,腔,膏,腰,肴,肢,脂,腫,肖,腎,脆,脊,腺,膳,臓,胎,腿,脱,胆,脹,腸,胴,肉,能,脳,膿,背,肺,肌,肥,膝,肘,腐,膚,腹,胞,肪,膨,膜,脈,肋,脇,腕,肛,肓,肚,肭,肬,胛,胥,胙,胝,胄,胚,胖,脉,胯,胱,脛,脩,脣,脯,腋,腆,脾,腓,腑,胼,腱,腮,腥,腦,腴,膃,膈,膊,膀,膂,膠,膕,膤,膣,腟,膓,膩,膰,膵,膾,膸,膽,臀,臂,膺,臉,臍,臑,臙,臘,臈,臚,臟,臠,肎,肜,肞,肦,肧,肫,肸,肹,胈,胍,胏,胒,胔,胕,胗,胘,胠,胭,胮,胰,胲,胳,胶,胹,胺,胾,脃,脋,脖,脗,脘,脜,脞,脠,脤,脧,脬,脰,脵,脺,脼,腅,腇,腊,腌,腒,腗,腠,腡,腧,腨,腩,腭,腯,腷,膁,膐,膄,膅,膆,膋,膎,膖,膘,膛,膞,膢,膮,膲,膴,膻,臋,臃,臅,臊,臎,臏,臕,臗,臛,臝,臞,臡,𦙾,𦚰,𦜝,䏮,䏰,䐈,䐗,䐜,䐢,肙,肤,胅,胊,胦,胵,胻,脍,脽,臁,臖",217
radical,149,言/訁 (ことば),"謂,詠,謁,課,該,諌,記,誼,議,詰,許,謹,訓,計,詣,警,訣,謙,言,諺,誇,語,誤,護,講,詐,讃,詞,詩,試,誌,諮,識,謝,讐,諸,訟,証,詔,詳,譲,診,訊,諏,誠,誓,請,設,説,詮,訴,詑,託,諾,誰,誕,談,註,調,諜,訂,諦,討,謄,読,謎,認,誹,謬,評,譜,訪,謀,訳,諭,誘,誉,謡,諒,論,話,詫,變,譱,訃,訖,訐,訌,訛,訝,訥,訶,詁,詛,詒,詆,詈,詼,詭,詬,詢,誅,誂,誄,誨,誡,誑,誥,誦,誚,誣,諄,諍,諂,諚,諫,諳,諧,諤,諱,謔,諠,諢,諷,諞,諛,謌,謇,謚,諡,謖,謐,謗,謠,謳,謦,謫,謾,謨,譁,譌,譏,譎,證,譖,譛,譚,譫,譟,譬,譯,譴,譽,讀,讌,讎,讒,讓,讖,讙,讚,訄,訅,訇,訏,訑,訒,訔,訕,訞,訠,訢,訤,訦,訫,訬,訯,訵,訷,訽,訾,詀,詃,詅,詇,詉,詍,詎,詓,詖,詗,詘,詜,詝,詡,詥,詧,詵,詶,詷,詹,詺,詻,詾,詿,誀,誃,誆,誋,誏,誐,誒,誖,誗,誙,誟,誧,誩,誮,誯,誳,誶,誷,誻,誾,諃,諆,諈,諉,諊,諑,諓,諔,諕,諗,諝,諟,諬,諰,諴,諵,諶,諼,諿,謅,謆,謋,謑,謜,謞,謟,謊,謭,謰,謷,謼,譂,譃,譄,譅,譆,譈,譒,譓,譔,譙,譍,譞,譣,譭,譶,譸,譹,譼,譾,讁,讄,讅,讋,讍,讏,讔,讕,讜,讞,讟,𧦅,𧪄,䚯,䜌,訡,諐,謍,譑,譩,譿,讝,諸,謁,謹",300
radical,23,Radical 23,"医,区,匿,匹,匸,區,匼,匽,匾",9
radical,8,亠 (なべぶた),"亥,亨,享,京,交,亭,亡,亦,亮,亠,亢,亰,亳,亶,亯,亹,㐬,㐮",18
radical,163,Radical 163,"郁,郭,郷,郡,郊,邪,邸,鄭,都,那,部,邦,邑,郵,郎,邨,邯,邱,邵,郢,郤,郛,鄂,鄒,鄙,鄲,鄰,邕,邗,邘,邙,邛,邠,邡,邢,邥,邰,邲,邳,邴,邶,邽,郌,邾,郃,郄,郅,郇,郈,郕,郗,郘,郙,郜,郝,郟,郥,郒,郶,郫,郯,郰,郴,郾,郿,鄀,鄄,鄅,鄆,鄈,鄍,鄐,鄔,鄖,鄗,鄘,鄚,鄜,鄞,鄠,鄥,鄢,鄣,鄧,鄩,鄮,鄯,鄱,鄴,鄶,鄷,鄹,鄺,鄼,鄽,酃,酇,酈,𨛗,𨛺,䢵,郞,郲,鄕,酆,都",106
radical,112,石 (いし),"磯,碓,碍,確,砧,研,硯,碁,硬,砿,砂,砕,砦,碕,磁,硝,礁,石,碩,礎,碇,砥,砺,破,硲,磐,碑,碧,砲,磨,硫,碗,矼,砌,砒,礦,砠,礪,硅,碎,硴,碆,硼,碚,碌,碣,碵,碪,碯,磑,磆,磋,磔,碾,碼,磅,磊,磬,磧,磚,磽,磴,礇,礒,礑,礙,礬,礫,矴,矸,矻,砅,砆,砉,砍,砎,砑,砝,砡,砢,砣,砭,砮,砰,砵,砷,硃,硄,硇,硈,硌,硎,硒,硜,硞,硠,硡,硣,硤,硨,硪,确,硺,硾,碊,碏,碔,碘,碡,碝,碞,碟,碤,碨,碬,碭,碰,碱,碲,碳,碻,碽,碿,磇,磈,磉,磌,磎,磒,磓,磕,磖,磤,磛,磟,磠,磡,磦,磪,磲,磳,礀,磶,磷,磺,磻,磿,礆,礌,礐,礚,礜,礞,礟,礠,礥,礧,礩,礭,礱,礴,礵,𥐮,𥒎,𥓙,𥔎,𥖧,砙,砬,硏,硑,磹,磾,礛,礮,礰,碑",177
radical,1,一 (いち),"一,丑,下,且,丘,三,七,上,丈,丞,世,丁,不,丙,並,万,与,両,丐,丕,丗,丂,丄,丅,丌,丒,丟,丣,两,𠀋,㐂,丏",32
radical,33,Radical 33,"壱,士,壬,声,壮,壷,売,壯,壺,壹,壻,壼,壽,壳,壴",15
radical,10,儿 (にんにょう),"允,兜,兇,兄,元,光,克,児,充,先,兆,兎,党,免,儿,兀,兒,兌,兔,兢,兂,兊,兏,兓,兕,兗,兘,兟,兤,兠,免",31
radical,26,Radical 26,"印,卯,卸,危,却,卿,即,卵,卩,卮,卻,卷,卬,卭,卲,卹,卾,卺,卽",19
radical,57,弓 (ゆみ),"引,弓,強,彊,弦,弧,弘,弱,弾,弛,弔,張,弟,弼,弗,弥,弖,弩,弭,弸,彁,彈,彌,彎,弯,弙,弜,弝,弡,弢,弣,弤,弨,弫,弬,弮,弰,弴,弶,弻,弽,弿,彀,彄,彅,彇,彍,𢎭,弞",49
radical,180,Radical 180,"韻,音,響,韶,韵,韴,韷,韸,韺,響",10
radical,124,Radical 124,"羽,翁,翰,翫,習,翠,翻,耀,翌,翼,翅,翆,翊,翕,翔,翡,翦,翩,翳,翹,羿,翀,翃,翈,翎,翏,翛,翟,翣,翥,翨,翬,翮,翯,翲,翺,翽,翾,翿,𦐂",40
radical,173,雨 (あめ),"雨,雲,霞,雫,需,震,雪,霜,電,雰,霧,雷,零,霊,露,霸,霍,雹,霄,霆,霈,霓,霎,霑,霏,霖,霙,霤,霪,霰,霹,霽,霾,靄,靆,靈,靂,靉,雩,雯,雱,雺,霂,霃,霅,霉,霚,霛,霝,霡,霢,霣,霨,霱,霳,靁,靃,靊,靎,靏,䨩,霔,霶,霻,靇,靍",66
radical,196,鳥 (とり),"鵜,鴛,鴬,鴎,鴨,鶏,鴻,鵠,鷺,鴫,鷹,鳥,鶴,鴇,鳶,鳩,鳳,鵬,鵡,鳴,鷲,鳧,鳬,鳰,鴉,鴈,鳫,鴃,鴆,鴪,鴦,鶯,鴣,鴟,鵄,鴕,鴒,鵁,鴿,鴾,鵆,鵈,鵝,鵞,鵤,鵑,鵐,鵙,鵲,鶉,鶇,鶫,鵯,鵺,鶚,鶤,鶩,鶲,鷄,鷁,鶻,鶸,鶺,鷆,鷏,鷂,鷙,鷓,鷸,鷦,鷭,鷯,鷽,鸚,鸛,鸞,鳦,鳲,鳷,鳹,鴋,鴂,鴑,鴗,鴘,鴜,鴝,鴞,鴯,鴰,鴲,鴳,鴴,鴺,鴼,鵅,鴽,鵂,鵃,鵇,鵊,鵓,鵔,鵟,鵣,鵢,鵥,鵩,鵪,鵫,鵰,鵶,鵷,鵻,鵼,鵾,鶃,鶄,鶆,鶊,鶍,鶎,鶒,鶓,鶕,鶖,鶗,鶘,鶡,鶪,鶬,鶮,鶱,鶵,鶹,鶼,鶿,鷃,鷇,鷉,鷊,鷔,鷕,鷖,鷗,鷚,鷞,鷟,鷠,鷥,鷧,鷩,鷫,鷮,鷰,鷳,鷴,鷾,鸊,鸂,鸇,鸎,鸐,鸑,鸒,鸕,鸖,鸙,鸜,鸝,𩿎,𪀚,𪀯,𪂂,𪃹,𪆐,䳄,䳑,䴇,鵒,鵳,鶙,鶽,鷀,鷣,鸍",186
radical,116,Radical 116,"窺,竃,究,窮,空,窟,窪,穴,窄,窃,穿,窓,窒,突,窯,穹,穽,窈,窗,窕,窘,窖,窩,竈,窰,窶,竅,竄,窿,竇,竊,穵,穸,穾,窀,窂,窅,窆,窊,窋,窐,窑,窔,窞,窠,窣,窬,窳,窵,窹,窻,窼,竆,竉,𥧄,𥧔,䆴,䆿,窾,突",60
radical,134,Radical 134,"臼,興,舉,臾,舁,舂,舅,與,舊,臽,臿,舀,舃,𦥑,𦥯,舄",16
radical,27,Radical 27,"厩,厭,原,厳,厚,厨,厄,厘,厂,厖,厠,厦,厥,厮,厰,厃,厇,厈,厎,厓,厔,厙,厝,厡,厤,厪,厫,厯,厲,厴,厵",31
radical,97,Radical 97,"瓜,瓢,瓠,瓣,瓞,瓟,瓤",7
radical,29,Radical 29,"叡,及,叉,取,受,収,叔,叙,双,叢,反,叛,又,友,叟,叏,叒,叓,叕,叚,叝,叞,叠,𠬝,㕝,㕞",26
radical,59,Radical 59,"影,形,彩,彰,彫,彦,彪,彬,彡,彭,彣,彤,彧,彯,彲",15
radical,73,Radical 73,"曳,曲,更,最,書,曾,曽,曹,替,會,曼,曰,曵,曷,曺,朅,朇,朁",18
radical,96,玉/王 (たま),"瑛,王,珂,環,玩,球,玉,琴,玖,珪,現,瑚,瑳,珊,璽,珠,瑞,琢,珍,琶,班,琵,理,璃,琉,琳,瑠,玲,珈,玳,珎,玻,珀,珥,珮,珞,璢,琅,瑯,琥,珸,琲,琺,瑕,琿,瑟,瑙,瑁,瑜,瑩,瑰,瑣,瑪,瑶,瑾,璋,璞,璧,瓊,瓏,瓔,珱,瑤,玎,玐,玓,玕,玗,玘,玜,玞,玟,玠,玢,玥,玦,玪,玫,玭,玵,玷,玹,玼,玽,玿,珅,珆,珉,珋,珌,珏,珒,珓,珖,珙,珝,珡,珣,珦,珧,珩,珴,珵,珷,珹,珺,珻,珽,珿,琀,琁,琄,琇,琊,琑,琚,琛,琤,琦,琨,琩,琪,琫,琬,琭,琮,琯,琰,琱,琹,瑀,瑃,瑄,瑆,瑇,瑋,瑍,瑑,瑒,瑗,瑝,瑢,瑦,瑧,瑨,瑫,瑭,瑮,瑱,瑲,璀,璁,璅,璆,璇,璉,璏,璐,璑,璒,璘,璙,璚,璜,璟,璠,璡,璣,璦,璨,璩,璪,璫,璮,璯,璱,璲,璵,璹,璻,璿,瓈,瓉,瓌,瓐,瓓,瓘,瓚,瓛,𤩍,玊,玔,玨,琓,瑓,璈,璗,璥,璺,瓖,琢",201
radical,108,Radical 108,"盈,益,監,皿,盛,盗,盃,盤,盆,盟,盜,盂,盍,盖,盒,盞,盡,盥,盧,盪,盁,盅,盉,盋,盌,盎,盔,盙,盠,盦,盨,盬,𥁊,𥁕",34
